# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, MainSurfNdx, SymCopyNdx, GeomID, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,wing,0,0,0,KRHKRAPPEA,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 2.619000000000000128e+01, 0.000000000000000000e+00, -2.149999999999999911e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,32,25
# x,y,z,u,w
4.086969361082273622e+01, 2.650122426817628440e+00, -2.450778407216605892e+00, 1.285714285714285587e+00, 0.000000000000000000e+00
4.063981037988762779e+01, 2.650122426817628440e+00, -2.457004190598643945e+00, 1.285714285714285587e+00, 3.869397684534371662e-02
4.021599047530220616e+01, 2.650122426817628440e+00, -2.468212129221274864e+00, 1.285714285714285587e+00, 1.026557854254418756e-01
3.946751865438326945e+01, 2.650122426817628440e+00, -2.487333353489173948e+00, 1.285714285714285587e+00, 2.156105921095681499e-01
3.824091822718656886e+01, 2.650122426817628440e+00, -2.517289811670032407e+00, 1.285714285714285587e+00, 4.007164610985988751e-01
3.645758129984239559e+01, 2.650122426817628440e+00, -2.557213955202820799e+00, 1.285714285714285587e+00, 6.698265408099960405e-01
3.426931187417341107e+01, 2.650122426817628440e+00, -2.590792354138925280e+00, 1.285714285714285587e+00, 1.000000000000000000e+00
3.208083725864788960e+01, 2.650122426817628440e+00, -2.582138230876038776e+00, 1.285714285714285587e+00, 1.330173459190004071e+00
3.029821211077454279e+01, 2.650122426817628440e+00, -2.522038677713339450e+00, 1.285714285714285587e+00, 1.599283538901400847e+00
2.907753152542483122e+01, 2.650122426817628440e+00, -2.401910134158939947e+00, 1.285714285714285587e+00, 1.784389407890431656e+00
2.834714445524544857e+01, 2.650122426817628440e+00, -2.240925035642634899e+00, 1.285714285714285587e+00, 1.897344214574558263e+00
2.796882878082605473e+01, 2.650122426817628440e+00, -2.054720518741534718e+00, 1.285714285714285587e+00, 1.961306023154656408e+00
2.785572315808972377e+01, 2.650122426817628440e+00, -1.862104574646516353e+00, 1.285714285714285587e+00, 2.000000000000000000e+00
2.795009851503235154e+01, 2.650122426817628440e+00, -1.656359679980007993e+00, 1.285714285714285587e+00, 2.038693976845343592e+00
2.831525899095711196e+01, 2.650122426817628440e+00, -1.433929246123177847e+00, 1.285714285714285587e+00, 2.102655785425441959e+00
2.904232435105004129e+01, 2.650122426817628440e+00, -1.218157137789465105e+00, 1.285714285714285587e+00, 2.215610592109568344e+00
3.027468060887400370e+01, 2.650122426817628440e+00, -1.050350478323745618e+00, 1.285714285714285587e+00, 2.400716461098598931e+00
3.208297936201241640e+01, 2.650122426817628440e+00, -1.021275375873822888e+00, 1.285714285714285587e+00, 2.669826540809996374e+00
3.429498076745949930e+01, 2.650122426817628440e+00, -1.202450669266636796e+00, 1.285714285714285587e+00, 3.000000000000000000e+00
3.649190477126788323e+01, 2.650122426817628440e+00, -1.520200093885984760e+00, 1.285714285714285587e+00, 3.330173459190004071e+00
3.827038453553647912e+01, 2.650122426817628440e+00, -1.852990087859060386e+00, 1.285714285714285587e+00, 3.599283538901400625e+00
3.948683345425577329e+01, 2.650122426817628440e+00, -2.116122232564088268e+00, 1.285714285714285587e+00, 3.784389407890431656e+00
4.022609277050425192e+01, 2.650122426817628440e+00, -2.290186854949946227e+00, 1.285714285714285587e+00, 3.897344214574558485e+00
4.064359227794994212e+01, 2.650122426817628440e+00, -2.393377382700396794e+00, 1.285714285714285587e+00, 3.961306023154656408e+00
4.086969361082273622e+01, 2.650122426817628440e+00, -2.450778407216605892e+00, 1.285714285714285587e+00, 4.000000000000000000e+00
4.091958495004308816e+01, 3.312653033522037660e+00, -2.336255167640086228e+00, 1.357142857142857206e+00, 0.000000000000000000e+00
4.069620950352917532e+01, 3.312653033522037660e+00, -2.342762835178160863e+00, 1.357142857142857206e+00, 3.869397684534371662e-02
4.028438701565959690e+01, 3.312653033522037660e+00, -2.354498096236959714e+00, 1.357142857142857206e+00, 1.026557854254418756e-01
3.955710146027562502e+01, 3.312653033522037660e+00, -2.374569570947917541e+00, 1.357142857142857206e+00, 2.156105921095681499e-01
3.836521847388586792e+01, 3.312653033522037660e+00, -2.406122284405431522e+00, 1.357142857142857206e+00, 4.007164610985988751e-01
3.663234951316799481e+01, 3.312653033522037660e+00, -2.448469742292485485e+00, 1.357142857142857206e+00, 6.698265408099960405e-01
3.450597684745612526e+01, 3.312653033522037660e+00, -2.485457147249201526e+00, 1.357142857142857206e+00, 1.000000000000000000e+00
3.237932068676570907e+01, 3.312653033522037660e+00, -2.481405725075331858e+00, 1.357142857142857206e+00, 1.330173459190004071e+00
3.064694420464370239e+01, 3.312653033522037660e+00, -2.426554253838526964e+00, 1.357142857142857206e+00, 1.599283538901400847e+00
2.946051491141064815e+01, 3.312653033522037660e+00, -2.312250851599145562e+00, 1.357142857142857206e+00, 1.784389407890431656e+00
2.875044445156015982e+01, 3.312653033522037660e+00, -2.157268921162470932e+00, 1.357142857142857206e+00, 1.897344214574558263e+00
2.838244733319575630e+01, 3.312653033522037660e+00, -1.977079028025069629e+00, 1.357142857142857206e+00, 1.961306023154656408e+00
2.827215394761215350e+01, 3.312653033522037660e+00, -1.790130718308144964e+00, 1.357142857142857206e+00, 2.000000000000000000e+00
2.836345298923934877e+01, 3.312653033522037660e+00, -1.590011236266904326e+00, 1.357142857142857206e+00, 2.038693976845343592e+00
2.871785284645997649e+01, 3.312653033522037660e+00, -1.373138419959527567e+00, 1.357142857142857206e+00, 2.102655785425441959e+00
2.942394516889363132e+01, 3.312653033522037660e+00, -1.162015091643614717e+00, 1.357142857142857206e+00, 2.215610592109568344e+00
3.062114683603913790e+01, 3.312653033522037660e+00, -9.964956933756010660e-01, 1.357142857142857206e+00, 2.400716461098598931e+00
3.237829392732552947e+01, 3.312653033522037660e+00, -9.646410256966420071e-01, 1.357142857142857206e+00, 2.669826540809996374e+00
3.452815568738095209e+01, 3.312653033522037660e+00, -1.136292153869077337e+00, 1.357142857142857206e+00, 3.000000000000000000e+00
3.666363803690572354e+01, 3.312653033522037660e+00, -1.440688515536462599e+00, 1.357142857142857206e+00, 3.330173459190004071e+00
3.839252930574589584e+01, 3.312653033522037660e+00, -1.760533772199375679e+00, 1.357142857142857206e+00, 3.599283538901400625e+00
3.957513127932671892e+01, 3.312653033522037660e+00, -2.013808613750098342e+00, 1.357142857142857206e+00, 3.784389407890431656e+00
4.029384934541852914e+01, 3.312653033522037660e+00, -2.181482835695727651e+00, 1.357142857142857206e+00, 3.897344214574558485e+00
4.069975783562246363e+01, 3.312653033522037660e+00, -2.280926281224337604e+00, 1.357142857142857206e+00, 3.961306023154656408e+00
4.091958495004308816e+01, 3.312653033522037660e+00, -2.336255167640086228e+00, 1.357142857142857206e+00, 4.000000000000000000e+00
4.096947628926344720e+01, 3.975183640226444659e+00, -2.221731928063566563e+00, 1.428571428571428603e+00, 0.000000000000000000e+00
4.075260862717072996e+01, 3.975183640226444659e+00, -2.228521479757678669e+00, 1.428571428571428603e+00, 3.869397684534371662e-02
4.035278355601698763e+01, 3.975183640226444659e+00, -2.240784063252645009e+00, 1.428571428571428603e+00, 1.026557854254418756e-01
3.964668426616798058e+01, 3.975183640226444659e+00, -2.261805788406661577e+00, 1.428571428571428603e+00, 2.156105921095681499e-01
3.848951872058516699e+01, 3.975183640226444659e+00, -2.294954757140830637e+00, 1.428571428571428603e+00, 4.007164610985988751e-01
3.680711772649358693e+01, 3.975183640226444659e+00, -2.339725529382150171e+00, 1.428571428571428603e+00, 6.698265408099960405e-01
3.474264182073883944e+01, 3.975183640226444659e+00, -2.380121940359477328e+00, 1.428571428571428603e+00, 1.000000000000000000e+00
3.267780411488352854e+01, 3.975183640226444659e+00, -2.380673219274625829e+00, 1.428571428571428603e+00, 1.330173459190004071e+00
3.099567629851286199e+01, 3.975183640226444659e+00, -2.331069829963714923e+00, 1.428571428571428603e+00, 1.599283538901400847e+00
2.984349829739646509e+01, 3.975183640226444659e+00, -2.222591569039351622e+00, 1.428571428571428603e+00, 1.784389407890431656e+00
2.915374444787487107e+01, 3.975183640226444659e+00, -2.073612806682307408e+00, 1.428571428571428603e+00, 1.897344214574558263e+00
2.879606588556545432e+01, 3.975183640226444659e+00, -1.899437537308604984e+00, 1.428571428571428603e+00, 1.961306023154656408e+00
2.868858473713458324e+01, 3.975183640226444659e+00, -1.718156861969774241e+00, 1.428571428571428603e+00, 2.000000000000000000e+00
2.877680746344634599e+01, 3.975183640226444659e+00, -1.523662792553800882e+00, 1.428571428571428603e+00, 2.038693976845343592e+00
2.912044670196284102e+01, 3.975183640226444659e+00, -1.312347593795877287e+00, 1.428571428571428603e+00, 2.102655785425441959e+00
2.980556598673721425e+01, 3.975183640226444659e+00, -1.105873045497764551e+00, 1.428571428571428603e+00, 2.215610592109568344e+00
3.096761306320426854e+01, 3.975183640226444659e+00, -9.426409084274567363e-01, 1.428571428571428603e+00, 2.400716461098598931e+00
3.267360849263864964e+01, 3.975183640226444659e+00, -9.080066755194612371e-01, 1.428571428571428603e+00, 2.669826540809996374e+00
3.476133060730239777e+01, 3.975183640226444659e+00, -1.070133638471518100e+00, 1.428571428571428603e+00, 3.000000000000000000e+00
3.683537130254354963e+01, 3.975183640226444659e+00, -1.361176937186940883e+00, 1.428571428571428603e+00, 3.330173459190004071e+00
3.851467407595529835e+01, 3.975183640226444659e+00, -1.668077456539691417e+00, 1.428571428571428603e+00, 3.599283538901400625e+00
3.966342910439766456e+01, 3.975183640226444659e+00, -1.911494994936109304e+00, 1.428571428571428603e+00, 3.784389407890431656e+00
4.036160592033280636e+01, 3.975183640226444659e+00, -2.072778816441509520e+00, 1.428571428571428603e+00, 3.897344214574558485e+00
4.075592339329499225e+01, 3.975183640226444659e+00, -2.168475179748279302e+00, 1.428571428571428603e+00, 3.961306023154656408e+00
4.096947628926344720e+01, 3.975183640226444659e+00, -2.221731928063566563e+00, 1.428571428571428603e+00, 4.000000000000000000e+00
4.101936762848380624e+01, 4.637714246930851658e+00, -2.107208688487046455e+00, 1.500000000000000000e+00, 0.000000000000000000e+00
4.080900775081227749e+01, 4.637714246930851658e+00, -2.114280124337196476e+00, 1.500000000000000000e+00, 3.869397684534371662e-02
4.042118009637437837e+01, 4.637714246930851658e+00, -2.127070030268330303e+00, 1.500000000000000000e+00, 1.026557854254418756e-01
3.973626707206032904e+01, 4.637714246930851658e+00, -2.149042005865405613e+00, 1.500000000000000000e+00, 2.156105921095681499e-01
3.861381896728445895e+01, 4.637714246930851658e+00, -2.183787229876230196e+00, 1.500000000000000000e+00, 4.007164610985988751e-01
3.698188593981918615e+01, 4.637714246930851658e+00, -2.230981316471815301e+00, 1.500000000000000000e+00, 6.698265408099960405e-01
3.497930679402155363e+01, 4.637714246930851658e+00, -2.274786733469753575e+00, 1.500000000000000000e+00, 1.000000000000000000e+00
3.297628754300135512e+01, 4.637714246930851658e+00, -2.279940713473919356e+00, 1.500000000000000000e+00, 1.330173459190004071e+00
3.134440839238201804e+01, 4.637714246930851658e+00, -2.235585406088902438e+00, 1.500000000000000000e+00, 1.599283538901400847e+00
3.022648168338228203e+01, 4.637714246930851658e+00, -2.132932286479557682e+00, 1.500000000000000000e+00, 1.784389407890431656e+00
2.955704444418957877e+01, 4.637714246930851658e+00, -1.989956692202144106e+00, 1.500000000000000000e+00, 1.897344214574558263e+00
2.920968443793515235e+01, 4.637714246930851658e+00, -1.821796046592140339e+00, 1.500000000000000000e+00, 1.961306023154656408e+00
2.910501552665701297e+01, 4.637714246930851658e+00, -1.646183005631403296e+00, 1.500000000000000000e+00, 2.000000000000000000e+00
2.919016193765333966e+01, 4.637714246930851658e+00, -1.457314348840697438e+00, 1.500000000000000000e+00, 2.038693976845343592e+00
2.952304055746570199e+01, 4.637714246930851658e+00, -1.251556767632227007e+00, 1.500000000000000000e+00, 2.102655785425441959e+00
3.018718680458080073e+01, 4.637714246930851658e+00, -1.049730999351914384e+00, 1.500000000000000000e+00, 2.215610592109568344e+00
3.131407929036940629e+01, 4.637714246930851658e+00, -8.887861234793125176e-01, 1.500000000000000000e+00, 2.400716461098598931e+00
3.296892305795175560e+01, 4.637714246930851658e+00, -8.513723253422804671e-01, 1.500000000000000000e+00, 2.669826540809996374e+00
3.499450552722384344e+01, 4.637714246930851658e+00, -1.003975123073958864e+00, 1.500000000000000000e+00, 3.000000000000000000e+00
3.700710456818138283e+01, 4.637714246930851658e+00, -1.281665358837419166e+00, 1.500000000000000000e+00, 3.330173459190004071e+00
3.863681884616471507e+01, 4.637714246930851658e+00, -1.575621140880007154e+00, 1.500000000000000000e+00, 3.599283538901400625e+00
3.975172692946860309e+01, 4.637714246930851658e+00, -1.809181376122119822e+00, 1.500000000000000000e+00, 3.784389407890431656e+00
4.042936249524707648e+01, 4.637714246930851658e+00, -1.964074797187291388e+00, 1.500000000000000000e+00, 3.897344214574558485e+00
4.081208895096752087e+01, 4.637714246930851658e+00, -2.056024078272220557e+00, 1.500000000000000000e+00, 3.961306023154656408e+00
4.101936762848380624e+01, 4.637714246930851658e+00, -2.107208688487046455e+00, 1.500000000000000000e+00, 4.000000000000000000e+00
4.106925896770415818e+01, 5.300244853635258657e+00, -1.992685448910526569e+00, 1.571428571428571397e+00, 0.000000000000000000e+00
4.086540687445382503e+01, 5.300244853635258657e+00, -2.000038768916714282e+00, 1.571428571428571397e+00, 3.869397684534371662e-02
4.048957663673176910e+01, 5.300244853635258657e+00, -2.013355997284015597e+00, 1.571428571428571397e+00, 1.026557854254418756e-01
3.982584987795269171e+01, 5.300244853635258657e+00, -2.036278223324149206e+00, 1.571428571428571397e+00, 2.156105921095681499e-01
3.873811921398375091e+01, 5.300244853635258657e+00, -2.072619702611629311e+00, 1.571428571428571397e+00, 4.007164610985988751e-01
